"Name","Team","ISO","BABIP","GB/FB","wOBA","wRC+","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","EV","LA","Barrel%","HardHit%","WAR","playerid"
"Freddy Galvis","Padres",".133",".304","1.13",".294","85","36.8%","68.7%","50.1%","65.6%","83.6%","75.9%","12.1%","38.1%","37.9%","24.0%","13.0%","46.8%","40.3%","88.6","13.7","3.2%","28.1%","1.2","6609"
"Ehire Adrianza","Twins",".128",".313","1.01",".294","83","29.2%","71.1%","48.0%","65.6%","90.5%","82.2%","8.6%","45.2%","33.2%","21.6%","17.4%","46.3%","36.3%","86.6","16.4","4.6%","30.5%","0.6","8418"
"Dansby Swanson","Braves",".157",".290","1.13",".293","80","36.5%","68.7%","49.9%","61.8%","86.2%","75.8%","12.1%","42.7%","31.8%","25.5%","17.8%","46.6%","35.6%","88.0","14.1","4.1%","34.0%","1.9","18314"
"Nicky Delmonico","White Sox",".158",".269","1.04",".292","84","33.3%","72.2%","50.8%","53.3%","84.7%","73.3%","13.5%","40.5%","30.7%","28.8%","18.0%","52.2%","29.8%","86.8","14.6","4.4%","34.1%","-0.2","13157"
"Eduardo Nunez","Red Sox",".123",".290","1.51",".292","78","39.9%","73.0%","53.6%","75.9%","93.0%","85.5%","7.8%","32.8%","37.6%","29.6%","25.5%","47.2%","27.2%","88.3","9.4","2.7%","35.7%","-0.3","6848"
"Hernan Perez","Brewers",".133",".300","1.13",".292","79","39.8%","62.7%","49.5%","71.6%","87.3%","80.1%","9.9%","34.6%","40.7%","24.8%","19.1%","46.3%","34.6%","87.9","11.5","4.9%","32.1%","0.6","5751"
"Gorkys Hernandez","Giants",".157",".283","1.36",".292","84","32.0%","71.7%","49.5%","53.2%","81.7%","71.4%","14.2%","38.1%","34.5%","27.4%","20.8%","40.4%","38.8%","87.5","12.6","7.5%","35.5%","0.2","4146"
"Neil Walker","Yankees",".135",".257","0.96",".291","82","29.5%","67.6%","45.6%","65.6%","86.5%","78.7%","9.7%","45.1%","31.8%","23.1%","17.4%","44.7%","37.9%","88.1","13.7","4.9%","33.3%","0.1","7539"
"Greg Bird","Yankees",".188",".230","0.69",".291","82","28.2%","67.2%","45.5%","61.1%","84.4%","76.4%","10.8%","47.0%","32.8%","20.2%","13.1%","47.0%","39.9%","87.9","19.6","10.6%","33.3%","0.1","14131"
"Hunter Dozier","Royals",".166",".296","1.13",".291","79","35.5%","68.9%","50.1%","52.1%","88.6%","74.0%","13.0%","41.3%","31.9%","26.8%","15.0%","40.2%","44.9%","89.5","12.9","10.2%","40.2%","-0.8","15117"
"Cory Spangenberg","Padres",".128",".344","1.93",".290","82","32.8%","66.5%","47.6%","56.5%","79.3%","70.4%","14.1%","33.5%","36.1%","30.4%","17.0%","47.4%","35.6%","88.4","8.2","5.2%","38.1%","0.6","12294"
"Addison Russell","Cubs",".090",".314","1.28",".290","80","30.8%","70.7%","47.6%","56.6%","85.6%","74.8%","12.0%","30.6%","40.1%","29.3%","20.7%","50.3%","29.0%","86.7","11.8","2.2%","26.5%","1.4","14106"
"Amed Rosario","Mets",".125",".310","1.67",".290","85","41.2%","69.4%","53.8%","63.6%","85.1%","76.0%","12.9%","34.9%","41.3%","23.8%","20.4%","51.9%","27.7%","87.8","7.7","3.2%","32.2%","1.5","15518"
"Jake Marisnick","Astros",".188",".292","0.70",".290","84","36.8%","72.9%","51.3%","52.6%","78.2%","67.2%","16.9%","35.1%","35.9%","29.0%","20.6%","50.4%","29.0%","86.7","19.5","6.8%","31.1%","1.0","11339"
"Jonathan Schoop","- - -",".184",".261","1.23",".290","79","43.1%","77.1%","56.8%","57.6%","86.3%","73.3%","15.2%","43.3%","35.0%","21.8%","23.1%","49.0%","27.8%","86.4","11.5","4.1%","30.6%","0.5","11265"
"Jake Lamb","Diamondbacks",".126",".286","1.67",".290","79","28.6%","60.4%","42.6%","52.2%","86.4%","73.5%","11.3%","43.8%","29.5%","26.7%","18.5%","39.0%","42.5%","88.2","5.0","5.5%","37.0%","0.3","13329"
"Zack Cozart","Angels",".143",".244","0.93",".289","83","28.2%","61.3%","43.4%","66.9%","91.7%","82.9%","7.4%","51.4%","27.6%","21.1%","17.8%","45.4%","36.8%","85.6","17.4","2.2%","27.6%","0.3","2616"
"Tim Beckham","Orioles",".144",".282","1.40",".288","78","32.0%","68.8%","48.1%","59.5%","83.0%","74.2%","12.4%","42.6%","34.2%","23.2%","22.1%","47.4%","30.5%","87.1","9.8","5.1%","35.7%","-0.5","7949"
"Manuel Margot","Padres",".138",".281","1.16",".288","81","29.0%","65.0%","45.8%","65.8%","87.6%","80.3%","9.0%","39.5%","35.5%","24.9%","20.2%","40.6%","39.3%","89.4","11.5","3.3%","36.5%","0.6","14712"
"Kyle Seager","Mariners",".178",".251","0.76",".288","83","29.1%","70.9%","47.0%","63.1%","87.4%","78.8%","10.0%","44.1%","35.6%","20.3%","11.1%","51.9%","37.0%","89.8","18.5","5.1%","39.6%","1.5","9785"
"Greg Allen","Indians",".087",".320","1.64",".288","75","30.3%","62.8%","45.6%","69.1%","88.9%","81.9%","8.3%","37.7%","36.3%","25.9%","13.2%","50.5%","36.3%","86.7","7.9","1.4%","30.2%","0.0","16623"
"Mike Zunino","Mariners",".209",".268","0.85",".288","83","33.4%","70.5%","49.2%","47.1%","75.5%","64.5%","17.5%","58.7%","21.8%","19.6%","17.8%","42.7%","39.6%","89.5","18.0","13.3%","44.9%","2.1","13265"
"Austin Slater","Giants",".055",".377","3.90",".287","81","31.8%","66.2%","47.0%","59.1%","85.2%","75.3%","11.6%","29.0%","35.1%","35.9%","20.6%","42.0%","37.4%","87.3","2.6","2.3%","34.4%","0.0","16153"
"Jace Peterson","- - -",".124",".260","1.41",".286","77","21.1%","63.4%","39.8%","55.8%","85.4%","76.7%","9.3%","40.3%","29.9%","29.9%","14.9%","57.1%","27.9%","87.7","10.6","3.2%","32.5%","-0.4","12325"
"Brian McCann","Astros",".127",".229","0.56",".286","81","27.4%","57.5%","40.9%","68.5%","87.4%","80.4%","8.0%","43.0%","30.5%","26.5%","21.2%","53.0%","25.8%","86.3","23.3","3.3%","25.8%","0.1","4810"
"Josh Harrison","Pirates",".113",".286","1.01",".285","77","39.6%","74.8%","55.2%","72.6%","80.5%","77.3%","12.5%","45.9%","30.0%","24.0%","18.4%","48.8%","32.9%","85.9","15.7","2.5%","26.1%","0.3","8202"
"Carlos Gomez","Rays",".128",".266","0.72",".285","81","41.4%","82.9%","57.4%","62.8%","81.9%","73.5%","15.2%","40.5%","32.8%","26.6%","21.6%","47.9%","30.5%","86.9","19.7","4.6%","29.7%","-0.5","4881"
"Yangervis Solarte","Blue Jays",".152",".233","1.16",".284","77","41.4%","75.6%","54.2%","75.1%","92.2%","84.1%","8.6%","41.5%","34.5%","24.0%","21.0%","50.8%","28.3%","87.1","14.1","3.8%","32.0%","-1.3","5352"
"Devon Travis","Blue Jays",".148",".255","1.72",".283","77","31.6%","69.3%","48.5%","66.8%","90.0%","81.7%","8.9%","36.2%","32.8%","31.1%","20.8%","48.8%","30.4%","88.3","7.8","5.1%","36.9%","-0.5","13862"
"Logan Morrison","Twins",".182",".196","0.71",".283","75","29.6%","73.8%","47.8%","59.7%","87.1%","77.1%","10.9%","47.3%","29.7%","23.0%","18.4%","43.9%","37.7%","88.7","20.5","10.5%","37.2%","-0.7","9205"
"Kole Calhoun","Angels",".161",".241","1.23",".283","79","28.2%","76.1%","49.1%","56.9%","81.8%","73.7%","12.9%","42.6%","35.2%","22.3%","12.6%","42.9%","44.5%","90.4","12.1","8.8%","42.7%","0.0","11200"
"Jose Pirela","Padres",".096",".301","2.08",".283","77","32.2%","64.4%","46.5%","66.0%","87.1%","78.9%","9.8%","32.5%","40.5%","27.1%","23.6%","41.9%","34.5%","89.0","4.7","2.6%","36.8%","-0.8","5485"
"Aaron Altherr","Phillies",".152",".247","1.38",".282","74","26.9%","68.5%","44.8%","41.8%","83.3%","69.1%","13.9%","38.3%","39.6%","22.1%","21.4%","41.6%","37.0%","90.4","10.2","9.7%","45.5%","-0.5","11270"
"Kevin Kiermaier","Rays",".154",".275","1.62",".282","79","33.8%","73.0%","50.0%","56.5%","80.9%","71.2%","14.4%","35.1%","37.6%","27.3%","25.3%","43.3%","31.4%","86.0","7.5","4.1%","29.0%","1.6","11038"
"J.T. Riddle","Marlins",".146",".266","1.62",".282","78","34.6%","70.4%","50.7%","69.9%","85.7%","79.8%","10.2%","38.0%","39.2%","22.9%","18.4%","49.8%","31.8%","87.6","7.9","4.9%","29.0%","0.5","17642"
"Miguel Rojas","Marlins",".094",".272","1.61",".282","78","35.2%","65.1%","48.6%","72.3%","94.0%","85.3%","7.1%","32.7%","37.6%","29.6%","20.0%","53.2%","26.8%","84.7","9.3","0.9%","23.7%","1.0","7802"
"Victor Martinez","Tigers",".103",".260","1.09",".281","74","33.8%","69.8%","49.2%","80.0%","91.4%","86.9%","6.4%","42.8%","32.0%","25.2%","15.5%","47.5%","36.9%","87.8","14.1","4.2%","30.4%","-1.7","393"
"Johnny Field","- - -",".181",".284","0.95",".281","77","31.9%","68.2%","48.4%","51.3%","80.2%","69.8%","14.6%","41.7%","31.8%","26.5%","21.2%","43.7%","35.1%","86.7","14.2","4.6%","30.5%","0.0","15048"
"Austin Barnes","Dodgers",".085",".287","2.06",".281","77","20.5%","52.0%","35.6%","69.7%","89.4%","83.5%","5.9%","45.5%","33.6%","20.9%","22.4%","46.3%","31.3%","87.6","5.6","3.7%","30.6%","1.1","12158"
"Jefry Marte","Angels",".155",".240","1.83",".281","77","29.3%","63.8%","43.6%","74.1%","85.0%","80.7%","8.4%","52.9%","28.8%","18.3%","19.0%","51.0%","30.1%","88.2","6.1","3.9%","36.6%","-0.3","5107"
"Wilmer Difo","Nationals",".120",".269","1.25",".280","71","31.9%","68.3%","47.4%","66.6%","85.8%","78.4%","10.2%","40.8%","33.6%","25.5%","25.5%","53.5%","21.0%","83.1","12.8","2.1%","18.9%","0.4","14320"
"Michael A. Taylor","Nationals",".130",".320","1.67",".280","71","31.6%","73.6%","50.5%","58.3%","76.8%","70.4%","14.9%","39.3%","36.4%","24.3%","20.1%","47.7%","32.2%","88.5","8.1","5.9%","33.9%","0.9","11489"
"Joe Panik","Giants",".078",".265","1.61",".280","76","21.7%","65.6%","42.1%","78.0%","96.0%","91.1%","3.8%","38.4%","33.3%","28.2%","18.3%","50.5%","31.2%","86.6","9.7","2.1%","29.1%","0.1","11936"
"Erik Kratz","Brewers",".118",".264","1.16",".278","70","33.8%","66.1%","48.0%","65.8%","85.0%","77.5%","10.8%","39.8%","34.9%","25.3%","12.0%","41.6%","46.4%","89.8","12.9","4.8%","39.2%","0.7","4403"
"Adam Duvall","- - -",".169",".237","0.63",".277","69","34.2%","71.3%","49.8%","59.5%","82.6%","73.4%","13.2%","47.0%","33.2%","19.8%","18.3%","45.1%","36.6%","89.0","22.6","9.7%","40.7%","0.2","10950"
"Billy Hamilton","Reds",".091",".309","1.08",".277","68","29.9%","67.6%","47.5%","67.7%","84.0%","78.5%","10.2%","34.7%","33.4%","31.8%","26.8%","54.1%","19.1%","80.5","15.3","0.3%","8.5%","1.3","10199"
"Dee Gordon","Mariners",".081",".304","2.47",".277","76","41.4%","68.6%","53.6%","74.4%","94.1%","85.8%","7.6%","32.9%","36.3%","30.8%","20.0%","59.6%","20.4%","83.2","5.8","0.0%","12.4%","0.0","8203"
"Mikie Mahtook","Tigers",".157",".238","1.17",".276","70","26.6%","63.3%","42.7%","63.8%","84.5%","77.2%","9.7%","47.5%","30.0%","22.5%","20.6%","53.1%","26.3%","87.9","12.4","6.3%","35.0%","-0.2","13130"
"Greg Garcia","Cardinals",".083",".259","1.42",".276","73","22.1%","62.6%","41.4%","72.0%","90.0%","84.9%","6.2%","28.6%","39.5%","32.0%","19.0%","53.1%","27.9%","84.3","11.8","2.0%","25.2%","0.4","10951"
"Martin Maldonado","- - -",".126",".280","1.08",".275","73","38.7%","66.0%","51.0%","60.5%","84.3%","74.3%","13.1%","44.8%","29.0%","26.2%","16.5%","52.0%","31.5%","85.7","14.7","4.7%","26.5%","1.9","6887"
"Austin Jackson","- - -",".081",".387","1.50",".275","74","26.9%","64.6%","44.9%","51.6%","78.7%","70.2%","13.4%","34.9%","42.8%","22.3%","11.2%","58.1%","30.7%","87.1","11.3","2.3%","32.1%","-1.0","9848"
"JaCoby Jones","Tigers",".156",".281","1.30",".274","69","37.4%","68.9%","51.1%","53.9%","83.9%","71.5%","14.6%","43.8%","34.5%","21.7%","16.6%","47.2%","36.2%","88.8","12.7","5.5%","35.5%","1.2","14818"
"Logan Forsythe","- - -",".059",".293","1.52",".274","71","16.4%","56.6%","35.8%","70.1%","88.8%","84.4%","5.6%","37.0%","32.5%","30.4%","14.9%","51.2%","33.9%","87.3","10.4","1.0%","29.8%","-0.2","7185"
"Alex Avila","Diamondbacks",".139",".253","1.68",".273","67","14.6%","59.0%","35.2%","46.2%","72.4%","66.6%","11.8%","50.0%","27.4%","22.6%","12.3%","36.8%","50.9%","89.7","8.6","11.3%","45.3%","0.7","7476"
"Andrew Knapp","Phillies",".118",".303","1.08",".273","67","27.7%","72.4%","47.3%","46.4%","76.7%","66.7%","15.7%","40.4%","42.1%","17.5%","14.0%","53.5%","32.5%","88.4","13.5","7.9%","39.5%","-0.4","14942"
"Blake Swihart","Red Sox",".099",".311","1.10",".271","64","31.6%","66.6%","47.2%","61.4%","83.5%","75.3%","11.6%","40.7%","30.4%","28.9%","19.3%","51.1%","29.6%","86.0","13.9","5.2%","26.7%","-0.2","13176"
"Delino DeShields","Rangers",".066",".280","1.54",".271","59","23.4%","58.3%","38.9%","64.2%","89.5%","81.1%","7.4%","31.1%","37.5%","31.4%","19.3%","53.0%","27.7%","84.3","7.9","0.4%","14.4%","0.2","11379"
"Jonathan Lucroy","Athletics",".084",".273","1.25",".271","71","30.8%","58.4%","43.5%","79.2%","93.7%","88.1%","5.2%","32.5%","40.1%","27.5%","17.9%","47.3%","34.7%","86.9","13.5","1.4%","27.5%","0.6","7870"
"Adam Engel","White Sox",".100",".322","1.00",".270","69","40.1%","68.8%","52.7%","54.6%","82.6%","70.6%","15.5%","45.5%","30.8%","23.7%","25.0%","49.4%","25.6%","87.0","14.7","2.3%","32.1%","0.2","15082"
"Adeiny Hechavarria","- - -",".098",".280","1.02",".268","68","41.2%","74.3%","55.6%","71.3%","87.9%","80.9%","10.6%","34.8%","34.4%","30.8%","16.2%","48.2%","35.6%","87.0","13.6","1.6%","32.8%","0.4","10459"
"Victor Caratini","Cubs",".072",".290","2.18",".268","65","28.6%","63.7%","45.3%","56.3%","91.7%","79.9%","9.1%","37.3%","41.5%","21.1%","20.4%","51.4%","28.2%","88.8","6.4","3.5%","37.3%","-0.3","14968"
"Rosell Herrera","- - -",".083",".288","2.57",".266","63","25.1%","71.4%","45.4%","57.9%","89.2%","79.5%","9.3%","38.8%","35.3%","25.9%","20.1%","42.9%","37.1%","87.3","2.4","1.8%","32.6%","0.2","11611"
"John Ryan Murphy","Diamondbacks",".173",".256","0.63",".265","62","32.2%","64.5%","46.2%","54.5%","83.4%","71.9%","13.0%","42.9%","28.6%","28.6%","18.6%","40.7%","40.7%","87.0","22.3","10.0%","31.4%","0.9","10346"
"Dustin Fowler","Athletics",".130",".262","1.03",".263","66","35.1%","69.4%","50.8%","65.1%","88.9%","79.9%","10.2%","38.1%","33.3%","28.6%","17.7%","42.9%","39.5%","88.4","15.2","4.1%","40.1%","-0.6","17098"
"Martin Prado","Marlins",".061",".292","1.65",".263","66","27.5%","52.7%","38.7%","70.4%","93.2%","84.2%","6.1%","33.3%","35.8%","30.9%","13.0%","56.8%","30.2%","87.5","9.3","2.5%","25.9%","-0.5","3312"
"Scott Kingery","Phillies",".113",".291","0.86",".263","61","39.4%","64.6%","50.7%","61.8%","81.5%","73.1%","13.6%","40.2%","36.9%","23.0%","23.0%","50.5%","26.6%","86.2","17.4","4.5%","30.8%","-0.1","17975"
"Tony Wolters","Rockies",".115",".189","2.07",".261","46","25.8%","65.1%","43.4%","74.8%","88.1%","83.7%","7.1%","35.8%","33.8%","30.5%","17.9%","60.9%","21.2%","85.0","4.9","2.6%","21.2%","0.8","11470"
"Alcides Escobar","Royals",".082",".263","1.44",".261","59","35.2%","71.6%","51.5%","69.5%","88.2%","81.1%","9.7%","41.5%","34.1%","24.4%","20.1%","49.5%","30.3%","84.6","10.6","1.7%","21.5%","-0.3","6310"
"Dexter Fowler","Cardinals",".118",".210","1.07",".260","63","25.2%","66.0%","42.0%","60.8%","83.4%","75.4%","10.3%","43.1%","31.2%","25.7%","19.7%","46.3%","33.9%","85.3","12.6","3.2%","28.0%","-1.1","4062"
"Ronny Rodriguez","Tigers",".115",".253","1.20",".257","57","40.4%","68.6%","51.6%","55.0%","86.1%","71.5%","14.7%","41.6%","35.7%","22.7%","22.7%","42.2%","35.1%","86.0","13.1","3.2%","29.9%","-1.0","11875"
"James McCann","Tigers",".094",".282","0.98",".256","57","35.1%","64.8%","47.5%","59.6%","87.9%","75.7%","11.5%","33.2%","37.4%","29.4%","17.3%","46.3%","36.4%","87.8","16.2","4.8%","37.1%","-0.7","12859"
"Carlos Asuaje","Padres",".085",".243","1.02",".255","59","26.8%","67.8%","46.0%","66.7%","89.5%","82.4%","8.1%","42.2%","29.9%","27.9%","19.7%","44.9%","35.4%","87.0","15.4","3.4%","24.5%","-0.7","15197"
"Jose Reyes","Mets",".132",".211","1.19",".255","61","26.9%","67.5%","45.1%","72.0%","89.8%","83.9%","7.2%","42.6%","33.2%","24.2%","27.4%","46.3%","26.3%","85.4","12.7","1.6%","23.7%","-0.9","1736"
"Hunter Pence","Giants",".106",".282","1.71",".254","60","38.0%","73.8%","53.1%","55.9%","80.6%","70.3%","15.8%","33.1%","36.5%","30.3%","24.7%","44.9%","30.3%","88.0","5.7","5.1%","33.1%","-0.8","8252"
"Gregor Blanco","Giants",".101",".300","1.38",".254","59","25.6%","61.8%","42.8%","65.5%","84.1%","78.2%","9.3%","30.8%","33.1%","36.1%","18.8%","51.9%","29.3%","84.6","15.1","3.8%","23.3%","-0.7","3123"
"Orlando Arcia","Brewers",".072",".305","2.18",".253","54","38.3%","70.4%","52.6%","56.3%","83.7%","72.6%","14.4%","32.7%","44.9%","22.4%","26.2%","48.3%","25.5%","86.3","4.0","1.9%","28.9%","-0.4","13185"
"Luis Valbuena","Angels",".135",".277","0.82",".253","58","32.7%","68.5%","48.0%","56.7%","76.6%","68.9%","15.0%","45.2%","27.4%","27.4%","16.1%","46.4%","37.5%","89.7","18.2","9.5%","40.5%","-0.9","4969"
"Caleb Joseph","Orioles",".102",".282","1.05",".251","53","37.0%","69.2%","51.2%","60.4%","87.7%","76.7%","11.9%","38.2%","33.2%","28.6%","15.6%","60.3%","24.1%","85.2","12.8","1.0%","29.1%","-0.4","7087"
"Rajai Davis","Indians",".056",".291","1.50",".251","50","35.4%","74.4%","52.1%","58.1%","88.9%","77.0%","12.0%","29.4%","37.9%","32.7%","30.7%","42.5%","26.8%","84.2","9.6","1.3%","26.8%","-0.2","3708"
"Chris Owings","Diamondbacks",".096",".265","1.03",".250","52","35.0%","69.2%","50.0%","62.3%","85.9%","76.6%","11.7%","37.0%","33.2%","29.8%","17.8%","43.3%","38.9%","87.8","13.4","5.3%","33.7%","-0.7","10030"
"Lewis Brinson","Marlins",".139",".257","1.66",".248","56","37.5%","72.3%","52.8%","53.8%","76.4%","67.4%","17.2%","44.7%","36.7%","18.6%","18.9%","42.4%","38.6%","89.5","7.5","8.7%","38.9%","-1.0","14352"
"Jarrod Dyson","Diamondbacks",".068",".216","1.48",".244","48","23.4%","58.9%","39.6%","74.5%","89.7%","84.9%","6.0%","39.8%","36.9%","23.3%","21.0%","56.3%","22.7%","85.3","11.0","1.7%","19.3%","0.3","4866"
"Dixon Machado","Tigers",".084",".249","1.35",".244","49","27.9%","64.1%","44.7%","63.8%","90.5%","81.6%","8.2%","43.4%","35.4%","21.1%","16.0%","52.0%","32.0%","85.7","11.0","3.4%","25.7%","-0.1","11472"
"Jeff Mathis","Diamondbacks",".072",".292","0.96",".243","48","27.0%","67.4%","43.9%","52.6%","79.8%","70.1%","13.1%","43.9%","33.3%","22.7%","15.9%","43.9%","40.2%","87.6","15.4","2.3%","33.3%","0.9","3448"
"Christian Vazquez","Red Sox",".076",".237","1.17",".240","42","34.7%","66.9%","48.9%","75.0%","94.6%","86.9%","6.4%","33.2%","31.8%","35.1%","18.0%","54.5%","27.5%","87.4","13.0","1.9%","28.4%","0.2","9774"
"Chris Davis","Orioles",".128",".237","1.01",".239","44","29.9%","65.0%","45.1%","52.3%","78.3%","68.5%","14.2%","40.8%","32.3%","27.0%","13.1%","50.7%","36.2%","89.3","15.1","9.6%","40.1%","-3.2","9272"
"Roberto Perez","Indians",".095",".257","1.39",".236","40","22.1%","61.7%","39.5%","49.5%","79.6%","70.2%","11.8%","33.1%","43.2%","23.7%","14.4%","44.9%","40.7%","90.8","8.3","5.1%","41.5%","0.0","2900"
"Victor Reyes","Tigers",".066",".277","2.13",".229","38","47.2%","73.9%","58.6%","76.9%","85.7%","81.6%","10.8%","33.9%","33.3%","32.7%","19.6%","45.8%","34.5%","85.4","6.2","1.8%","26.2%","-1.0","15487"
"Sandy Leon","Red Sox",".102",".226","1.00",".227","34","35.0%","64.0%","46.8%","68.5%","86.4%","78.5%","10.1%","44.6%","33.2%","22.3%","21.8%","51.8%","26.4%","84.7","17.0","4.6%","25.8%","0.4","5273"
"Pedro Severino","Nationals",".079",".211","1.06",".221","31","32.8%","68.0%","48.5%","70.0%","84.9%","79.3%","10.0%","48.6%","32.6%","18.8%","22.9%","54.9%","22.2%","83.8","14.3","2.1%","19.4%","-0.7","14523"
